Haralick_0;Haralick_1;Haralick_2;Haralick_3;Haralick_4;Haralick_5;Haralick_6;Haralick_7;Haralick_8;Haralick_9;Haralick_10;Haralick_11;Haralick_12;Haralick_13;Label
0.009056137689163515;9.555421832948866;0.9941854018925652;821.6316440553501;0.7442228754461624;317.5656162593714;3276.971154388444;7.052850011901295;7.938087720112082;0.002249849503709721;1.5014768326718273;-0.7034289109229532;0.9999031475122031;2.5309007477460685;0
0.011680502312700762;7.800596194973088;0.9962814860460336;1048.5417476224575;0.7761050666235534;313.1367812860438;4186.366394294859;6.8397532256478755;7.612088279724299;0.0025130601592426097;1.462877372733284;-0.7230912526611712;0.9999049321483744;3.057058675267144;0
0.012304302039691092;6.9505861777921965;0.9972341295340205;1255.9797879114922;0.7865322652522276;308.02537108624085;5016.968565468207;6.820215380396692;7.551610030061536;0.002600299580108641;1.4429677117968738;-0.7331727207109384;0.9999158199509327;3.0784212333198484;0
0.014529463146625184;7.474702413134372;0.9981596995462257;2030.0517897375612;0.771631616203935;286.2295613916523;8112.732456537084;6.817947882849458;7.6549535852295145;0.0025299683452340805;1.579348104784906;-0.7205367168802119;0.9999050281476531;3.2560443336432607;0
0.01250825218480405;7.736371707996923;0.9974386231878483;1509.547903609876;0.7798382578111758;301.4252644715974;6030.45524273151;6.85119642708938;7.635182275574591;0.0025513892156639253;1.5094000455816872;-0.7263491603494995;0.999913039698439;3.21936342290054;0
0.008967508517812695;129.3902200776144;0.9305174318312485;939.0177272110295;0.7371513629575857;315.66018724769316;3626.6806887665043;7.088389509983241;8.006392819243903;0.0022269956841087027;1.5923010072094936;-0.6974444444957625;0.9998987573438933;2.520973785596476;0
0.01166800632704506;7.76070639898116;0.9962812527906284;1043.120468587852;0.7778492262750127;311.8541069840926;4164.721167952448;6.853133364500136;7.6225416610399845;0.0025238926244467554;1.4600622416330196;-0.7252330146066885;0.9999098455429826;2.992491012913786;0
0.011833451821345426;6.935752459991351;0.9972190460565215;1246.5106782231032;0.7851741269608551;306.8282067143647;4979.106960432444;6.841814421610839;7.580279104679169;0.0025906740753300086;1.4471782076085884;-0.7325431680364249;0.9999176598337036;3.0791412582045137;0
0.013634055423081678;7.644384851980009;0.9980971156240296;2007.8123449859231;0.7685612081486077;285.0093273921088;8023.604995091719;6.856928755963786;7.704023257735576;0.002507874231427579;1.5937081826764397;-0.7189092157422006;0.9999074199803737;3.273349197997785;0
0.012203265330593703;7.715780198721646;0.9974318144365598;1501.5461792419837;0.7772188896703494;300.8262004397347;5998.468936769197;6.862935421046449;7.6562141213919475;0.0025327191572485047;1.517139163551116;-0.72470926756247;0.9999122598708166;3.1933177424255836;0
